symbol,model,prediction_file,pnl_mode,negative_mode,trading_days,first_date,last_date,ref_close,ref_price_date_used,shares,invested_notional,pnl_predicted,pnl_oracle,final_equity_predicted,final_equity_oracle,total_return_predicted,total_return_oracle,days_long_predicted,days_short_predicted,days_flat_predicted,days_long_oracle,days_short_oracle,days_flat_oracle,return_gap_oracle_minus_predicted,total_return_sign_predicted,total_return_sign_oracle,predicted_underperforms_oracle
SIBL,XGBoost,SIBL_predictions_20260311_131255_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,7.4,2026-03-19,13514.0,100003.6,-27433.419999999995,47704.41999999999,72566.58,147704.41999999998,-0.2743342,0.4770441999999999,12,0,13,7,0,18,0.7513783999999999,-1,1,True
SINDM,Prophet,SINDM_predictions_20260311_153518_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,19.2,2026-03-19,5208.0,99993.59999999999,-4843.439999999981,37133.03999999999,95156.56000000001,137133.03999999998,-0.048434399999999815,0.37133039999999995,21,0,4,11,0,14,0.41976479999999977,-1,1,True
SKRS,RandomForest,SKRS_predictions_20260311_131759_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,20.69,2026-03-19,4833.0,99994.77,-3576.4199999999933,49393.26000000001,96423.58,149393.26,-0.035764199999999934,0.4939326000000001,11,0,14,11,0,14,0.5296968000000001,-1,1,True
SLYT,RandomForest,SLYT_predictions_20260311_131832_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,12.5,2026-03-19,8000.0,100000.0,0.0,29359.99999999997,100000.0,129359.99999999997,0.0,0.2935999999999997,0,0,25,7,0,18,0.2935999999999997,0,1,True
SML,XGBoost,SML_predictions_20260311_132044_20260228_20260507.csv,shares,flat,22,2026-03-05,2026-04-09,123.13,2026-03-19,812.0,99981.56,-2541.5599999999968,40348.27999999998,97458.44,140348.27999999997,-0.02541559999999997,0.40348279999999975,15,0,7,7,0,15,0.42889839999999974,-1,1,True
SNAI,Prophet,SNAI_predictions_20260311_132135_20260303_20260508.csv,shares,flat,14,2026-03-10,2026-04-09,35.97,2026-03-19,2780.0,99996.59999999999,-1139.7999999999902,12426.599999999997,98860.20000000001,112426.59999999999,-0.011397999999999901,0.12426599999999997,14,0,0,3,0,11,0.13566399999999987,-1,1,True
SNBL,Prophet,SNBL_predictions_20260311_132321_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,19.47,2026-03-19,5136.0,99997.92,-9501.599999999997,28967.04000000002,90498.40000000001,128967.04000000002,-0.09501599999999996,0.2896704000000002,21,0,4,12,0,13,0.3846864000000002,-1,1,True
SPEL,Prophet,SPEL_predictions_20260311_132708_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,33.06,2026-03-19,3025.0,100006.5,-2480.500000000001,48006.74999999995,97519.5,148006.74999999994,-0.024805000000000008,0.4800674999999995,1,0,24,13,0,12,0.5048724999999995,-1,1,True
SRVI,Prophet,SRVI_predictions_20260311_133116_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,1473.62,2026-03-19,68.0,100206.15999999999,0.0,35734.680000000015,100000.0,135734.68000000002,0.0,0.35734680000000013,0,0,25,12,0,13,0.35734680000000013,0,1,True
SSGC,Prophet,SSGC_predictions_20260311_133314_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,22.65,2026-03-19,4415.0,99999.75,0.0,52715.100000000006,100000.0,152715.1,0.0,0.527151,0,0,25,12,0,13,0.527151,0,1,True
SSML,RandomForest,SSML_predictions_20260311_133446_20260304_20260511.csv,shares,flat,22,2026-03-04,2026-04-09,22.72,2026-03-19,4401.0,99990.72,-6117.389999999988,33975.72000000001,93882.61000000002,133975.72,-0.06117389999999988,0.3397572000000001,5,0,17,6,0,16,0.4009311,-1,1,True
SUTM,Prophet,SUTM_predictions_20260311_134326_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,90.64,2026-03-19,1103.0,99975.92,-937.550000000007,44605.32000000001,99062.45,144605.32,-0.00937550000000007,0.4460532000000001,16,0,9,10,0,15,0.4554287000000002,-1,1,True
TATM,Prophet,TATM_predictions_20260311_134642_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,87.26,2026-03-19,1146.0,99999.96,-5787.299999999979,44705.45999999997,94212.70000000003,144705.45999999996,-0.05787299999999979,0.4470545999999997,8,0,17,13,0,12,0.5049275999999995,-1,1,True
TELE,Prophet,TELE_predictions_20260311_134842_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,7.2,2026-03-19,13889.0,100000.8,0.0,58194.909999999996,100000.0,158194.91,0.0,0.5819491,0,0,25,13,0,12,0.5819491,0,1,True
TGL,Prophet,TGL_predictions_20260311_135039_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,139.82,2026-03-19,715.0,99971.29999999999,0.0,28514.20000000002,100000.0,128514.20000000001,0.0,0.2851420000000002,0,0,25,10,0,15,0.2851420000000002,0,1,True
TICL,Prophet,TICL_predictions_20260311_135334_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,636.18,2026-03-19,157.0,99880.26,-2676.8499999999935,24542.24000000001,97323.15000000001,124542.24,-0.026768499999999935,0.2454224000000001,25,0,0,6,0,19,0.2721909,-1,1,True
TOMCL,RandomForest,TOMCL_predictions_20260311_154335_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,30.14,2026-03-19,3318.0,100004.52,-3749.340000000021,43001.27999999999,96250.65999999997,143001.28,-0.03749340000000021,0.4300127999999999,6,0,19,11,0,14,0.46750620000000015,-1,1,True
TOWL,Prophet,TOWL_predictions_20260311_135511_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,114.0,2026-03-19,877.0,99978.0,-10725.70999999999,18539.78,89274.29000000001,118539.78,-0.1072570999999999,0.1853978,17,0,8,10,0,15,0.2926548999999999,-1,1,True
TPL,Prophet,TPL_predictions_20260311_154526_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,7.03,2026-03-19,14225.0,100001.75,0.0,64012.49999999998,100000.0,164012.49999999997,0.0,0.6401249999999998,0,0,25,9,0,16,0.6401249999999998,0,1,True
TPLRF1,Prophet,TPLRF1_predictions_20260311_154540_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,8.52,2026-03-19,11737.0,99999.23999999999,0.0,29107.760000000013,100000.0,129107.76000000001,0.0,0.2910776000000001,0,0,25,11,0,14,0.2910776000000001,0,1,True
TRIPF,XGBoost,TRIPF_predictions_20260311_140404_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,125.46,2026-03-19,797.0,99991.62,-342.7100000000056,39371.8,99657.29,139371.8,-0.003427100000000056,0.393718,17,0,8,11,0,14,0.3971451000000001,-1,1,True
TRSM,Prophet,TRSM_predictions_20260311_140500_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,15.63,2026-03-19,6398.0,100000.74,0.0,89635.98000000001,100000.0,189635.98,0.0,0.8963598000000002,0,0,25,17,0,8,0.8963598000000002,0,1,True
TSPL,Prophet,TSPL_predictions_20260311_140847_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,9.19,2026-03-19,10881.0,99996.39,-4570.019999999979,63436.23,95429.98000000003,163436.23,-0.04570019999999979,0.6343623,17,0,8,11,0,14,0.6800624999999998,-1,1,True
UBL,Prophet,UBL_predictions_20260311_141202_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,368.72,2026-03-19,271.0,99923.12000000001,-16696.31,35368.209999999985,83303.69,135368.21,-0.1669631,0.35368209999999983,25,0,0,11,0,14,0.5206451999999998,-1,1,True
UBLPETF,Prophet,UBLPETF_predictions_20260311_154817_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,35.67,2026-03-19,2803.0,99983.01000000001,0.0,36915.509999999966,100000.0,136915.50999999995,0.0,0.3691550999999997,0,0,25,10,0,15,0.3691550999999997,0,1,True
UDLI,Prophet,UDLI_predictions_20260311_141353_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,16.96,2026-03-19,5896.0,99996.16,0.0,37439.60000000003,100000.0,137439.60000000003,0.0,0.3743960000000003,0,0,25,13,0,12,0.3743960000000003,0,1,True
UDPL,RandomForest,UDPL_predictions_20260311_141432_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,112.19,2026-03-19,891.0,99961.29,-2040.3899999999924,39640.59000000002,97959.61,139640.59000000003,-0.020403899999999923,0.3964059000000002,6,0,19,14,0,11,0.4168098000000001,-1,1,True
UNIC,RandomForest,UNIC_predictions_20260311_141611_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,15.16,2026-03-19,6596.0,99995.36,-7321.559999999992,24141.360000000015,92678.44,124141.36000000002,-0.07321559999999992,0.24141360000000014,24,0,1,12,0,13,0.31462920000000005,-1,1,True
UNITY,Prophet,UNITY_predictions_20260311_141802_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,8.19,2026-03-19,12210.0,99999.9,0.0,46886.400000000016,100000.0,146886.40000000002,0.0,0.46886400000000017,0,0,25,10,0,15,0.46886400000000017,0,1,True
UVIC,Prophet,UVIC_predictions_20260311_141954_20260304_20260511.csv,shares,flat,23,2026-03-04,2026-04-09,22.0,2026-04-09,4545.0,99990.0,-4317.749999999995,35223.749999999985,95682.25,135223.75,-0.04317749999999995,0.35223749999999987,23,0,0,8,0,15,0.39541499999999985,-1,1,True
WAVES,Prophet,WAVES_predictions_20260311_142321_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,9.38,2026-03-19,10661.0,100000.18000000001,-3198.2999999999865,50746.36,96801.70000000001,150746.36,-0.031982999999999866,0.5074636,8,0,17,12,0,13,0.5394465999999999,-1,1,True
WAVESAPP,Prophet,WAVESAPP_predictions_20260311_154850_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,7.63,2026-03-19,13106.0,99998.78,0.0,45739.94000000003,100000.0,145739.94000000003,0.0,0.4573994000000003,0,0,25,12,0,13,0.4573994000000003,0,1,True
YOUW,RandomForest,YOUW_predictions_20260311_142731_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,4.2,2026-03-19,23810.0,100002.0,-9762.099999999993,55001.1,90237.90000000001,155001.1,-0.09762099999999993,0.550011,6,0,19,13,0,12,0.647632,-1,1,True
ZAHID,Prophet,ZAHID_predictions_20260311_142818_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,36.83,2026-03-19,2715.0,99993.45,0.0,39313.200000000026,100000.0,139313.2,0.0,0.39313200000000026,0,0,25,10,0,15,0.39313200000000026,0,1,True
ZIL,Prophet,ZIL_predictions_20260311_142919_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,373.19,2026-03-19,268.0,100014.92,0.0,24728.360000000008,100000.0,124728.36000000002,0.0,0.24728360000000008,0,0,25,8,0,17,0.24728360000000008,0,1,True
ZTL,Prophet,ZTL_predictions_20260311_143019_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,11.7,2026-03-19,8547.0,99999.9,0.0,25982.879999999994,100000.0,125982.87999999999,0.0,0.2598287999999999,0,0,25,9,0,16,0.2598287999999999,0,1,True
