symbol,model,prediction_file,pnl_mode,negative_mode,trading_days,first_date,last_date,ref_close,ref_price_date_used,shares,invested_notional,pnl_predicted,pnl_actual,final_equity_predicted,final_equity_actual,total_return_predicted,total_return_actual,days_long_predicted,days_short_predicted,days_flat_predicted,days_long_actual,days_short_actual,days_flat_actual,return_gap_actual_minus_predicted,total_return_sign_predicted,total_return_sign_actual,predicted_underperforms_actual
ICCI,RandomForest,ICCI_predictions_20260311_150026_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,11.99,2026-03-19,8340.0,99996.6,25103.4,62716.8,125103.4,162716.8,0.25103400000000003,0.6271680000000001,21,0,4,11,0,14,0.376134,1,1,True
ICL,XGBoost,ICL_predictions_20260311_150401_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,118.69,2026-03-19,843.0,100055.67,13665.030000000017,35254.26,113665.03000000001,135254.26,0.13665030000000017,0.35254260000000004,20,0,5,15,0,10,0.21589229999999987,1,1,True
IDRT,Prophet,IDRT_predictions_20260311_094122_20260304_20260511.csv,shares,flat,24,2026-03-04,2026-04-09,23.91,2026-03-19,4182.0,99991.62,31574.100000000002,62980.92000000002,131574.1,162980.92,0.31574100000000005,0.6298092000000002,24,0,0,12,0,12,0.31406820000000013,1,1,True
IMAGE,XGBoost,IMAGE_predictions_20260311_094540_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,21.01,2026-03-19,4760.0,100007.6,3760.4000000000146,38080.00000000003,103760.40000000001,138080.00000000003,0.037604000000000144,0.3808000000000003,15,0,10,10,0,15,0.34319600000000017,1,1,True
IML,Prophet,IML_predictions_20260311_094644_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,26.49,2026-03-19,3775.0,99999.75,27557.500000000004,55190.50000000001,127557.5,155190.5,0.275575,0.5519050000000001,25,0,0,13,0,12,0.2763300000000001,1,1,True
INIL,Prophet,INIL_predictions_20260311_095032_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,135.95,2026-03-19,736.0,100059.2,5218.239999999982,46419.52000000002,105218.23999999998,146419.52000000002,0.052182399999999816,0.4641952000000002,25,0,0,15,0,10,0.4120128000000004,1,1,True
IPAK,XGBoost,IPAK_predictions_20260311_150855_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,24.94,2026-03-19,4010.0,100009.40000000001,13994.899999999992,38455.9,113994.9,138455.9,0.13994899999999993,0.38455900000000004,18,0,7,12,0,13,0.2446100000000001,1,1,True
ISL,XGBoost,ISL_predictions_20260311_095330_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,73.24,2026-03-19,1365.0,99972.59999999999,3207.750000000012,52770.899999999994,103207.75000000001,152770.9,0.03207750000000012,0.527709,7,0,18,11,0,14,0.4956314999999999,1,1,True
ITTEFAQ,Prophet,ITTEFAQ_predictions_20260311_095521_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,7.04,2026-03-19,14205.0,100003.2,19034.70000000001,74434.20000000004,119034.70000000001,174434.20000000004,0.19034700000000013,0.7443420000000004,25,0,0,13,0,12,0.5539950000000002,1,1,True
JDMT,RandomForest,JDMT_predictions_20260311_095759_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,68.49,2026-03-19,1460.0,99995.4,27652.400000000016,52078.20000000002,127652.40000000002,152078.2,0.27652400000000016,0.5207820000000002,21,0,4,13,0,12,0.24425800000000003,1,1,True
JDWS,Prophet,JDWS_predictions_20260311_095907_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,845.38,2026-03-19,118.0,99754.84,2592.4600000000037,26742.34,102592.46,126742.34,0.025924600000000037,0.2674234,17,0,8,14,0,11,0.24149879999999993,1,1,True
JSBL,RandomForest,JSBL_predictions_20260311_100446_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,12.0,2026-03-19,8333.0,99996.0,9999.599999999995,68497.26000000001,109999.59999999999,168497.26,0.09999599999999995,0.6849726,9,0,16,12,0,13,0.5849766000000001,1,1,True
JSGBETF,RandomForest,JSGBETF_predictions_20260311_150914_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,34.72,2026-03-19,2880.0,99993.59999999999,4377.599999999989,33091.200000000026,104377.59999999999,133091.2,0.04377599999999989,0.33091200000000026,19,0,6,10,0,15,0.2871360000000004,1,1,True
JSGCL,XGBoost,JSGCL_predictions_20260311_100734_20260303_20260508.csv,shares,flat,19,2026-03-05,2026-04-09,132.75,2026-04-09,753.0,99960.75,2793.6299999999947,15737.699999999993,102793.62999999999,115737.7,0.027936299999999945,0.15737699999999993,10,0,9,4,0,15,0.1294407,1,1,True
JSML,XGBoost,JSML_predictions_20260311_151148_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,59.75,2026-03-19,1674.0,100021.5,29897.639999999985,86646.23999999999,129897.63999999998,186646.24,0.29897639999999986,0.8664623999999999,14,0,11,15,0,10,0.5674859999999999,1,1,True
JUBS,Prophet,JUBS_predictions_20260311_100940_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,31.29,2026-03-19,3196.0,100002.84,7766.28000000001,109750.64,107766.28000000001,209750.64,0.0776628000000001,1.0975064,25,0,0,11,0,14,1.0198436,1,1,True
KHTC,RandomForest,KHTC_predictions_20260311_101645_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,280.28,2026-03-19,357.0,100059.95999999999,10970.610000000028,28902.719999999994,110970.61000000003,128902.72,0.10970610000000028,0.28902719999999993,19,0,6,14,0,11,0.17932109999999965,1,1,True
KOIL,RandomForest,KOIL_predictions_20260311_102604_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,59.3,2026-03-19,1686.0,99979.79999999999,56346.12,94213.67999999998,156346.12,194213.68,0.5634612,0.9421367999999998,22,0,3,16,0,9,0.3786755999999998,1,1,True
KOSM,RandomForest,KOSM_predictions_20260311_102757_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,4.56,2026-03-19,21930.0,100000.79999999999,16228.199999999975,69079.50000000003,116228.19999999998,169079.50000000003,0.16228199999999976,0.6907950000000003,10,0,15,14,0,11,0.5285130000000005,1,1,True
KPUS,XGBoost,KPUS_predictions_20260311_102826_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,125.93,2026-03-19,794.0,99988.42,180031.56000000003,255104.26,280031.56000000006,355104.26,1.8003156000000002,2.5510426,16,0,9,14,0,11,0.7507269999999999,1,1,True
KSBP,RandomForest,KSBP_predictions_20260311_103000_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,201.97,2026-03-19,495.0,99975.15,6578.5499999999965,54276.75,106578.55,154276.75,0.06578549999999997,0.5427675,3,0,22,13,0,12,0.476982,1,1,True
KTML,RandomForest,KTML_predictions_20260311_103157_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,48.85,2026-03-19,2047.0,99995.95,11770.249999999987,40919.53000000002,111770.24999999999,140919.53000000003,0.11770249999999988,0.4091953000000002,21,0,4,11,0,14,0.29149280000000033,1,1,True
LEUL,RandomForest,LEUL_predictions_20260311_103313_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,28.66,2026-03-19,3489.0,99994.74,13572.210000000001,66221.21999999997,113572.21,166221.21999999997,0.1357221,0.6622121999999997,14,0,11,16,0,9,0.5264900999999997,1,1,True
LOTCHEM,Prophet,LOTCHEM_predictions_20260311_103901_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,23.2,2026-03-19,4310.0,99992.0,13791.999999999996,44134.399999999965,113792.0,144134.39999999997,0.13791999999999996,0.4413439999999996,25,0,0,11,0,14,0.3034239999999997,1,1,True
LSECL,XGBoost,LSECL_predictions_20260311_151255_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,5.24,2026-03-19,19084.0,100000.16,12595.440000000002,33778.67999999999,112595.44,133778.68,0.12595440000000002,0.33778679999999994,21,0,4,11,0,14,0.21183239999999992,1,1,True
LSEFSL,XGBoost,LSEFSL_predictions_20260311_151308_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,11.99,2026-03-19,8340.0,99996.6,7506.000000000003,43534.8,107506.0,143534.8,0.07506000000000003,0.435348,18,0,7,9,0,16,0.360288,1,1,True
LSEVL,RandomForest,LSEVL_predictions_20260311_151352_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,6.8,2026-03-19,14706.0,100000.8,5588.280000000014,45000.35999999998,105588.28000000001,145000.36,0.05588280000000014,0.4500035999999998,21,0,4,14,0,11,0.39412079999999966,1,1,True
LUCK,XGBoost,LUCK_predictions_20260311_104203_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,354.85,2026-03-19,282.0,100067.70000000001,19212.65999999998,53501.03999999997,119212.65999999997,153501.03999999998,0.19212659999999981,0.5350103999999997,17,0,8,12,0,13,0.34288379999999985,1,1,True
MACFL,Prophet,MACFL_predictions_20260311_104348_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,21.59,2026-03-19,4632.0,100004.88,2871.8399999999897,44884.08,102871.84,144884.08000000002,0.028718399999999897,0.44884080000000004,25,0,0,10,0,15,0.4201224000000001,1,1,True
MACTER,Prophet,MACTER_predictions_20260311_151449_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,288.91,2026-03-19,346.0,99962.86000000002,1159.100000000008,32181.46,101159.1,132181.46,0.01159100000000008,0.3218146,25,0,0,11,0,14,0.31022359999999993,1,1,True
MARI,RandomForest,MARI_predictions_20260311_104545_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,617.07,2026-03-19,162.0,99965.34000000001,9486.720000000008,30977.639999999985,109486.72,130977.63999999998,0.09486720000000008,0.30977639999999984,16,0,9,12,0,13,0.21490919999999974,1,1,True
MCB,XGBoost,MCB_predictions_20260311_104737_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,367.89,2026-03-19,272.0,100066.08,2662.8800000000056,32811.360000000015,102662.88,132811.36000000002,0.026628800000000057,0.32811360000000017,8,0,17,12,0,13,0.3014848000000001,1,1,True
MDTL,Prophet,MDTL_predictions_20260311_104930_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,5.24,2026-03-19,19084.0,100000.16,2099.239999999987,58206.2,102099.23999999999,158206.2,0.02099239999999987,0.582062,9,0,16,11,0,14,0.5610696000000001,1,1,True
MEBL,Prophet,MEBL_predictions_20260311_105122_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,437.32,2026-03-19,229.0,100146.28,16620.819999999992,44325.239999999976,116620.81999999999,144325.24,0.16620819999999992,0.44325239999999977,25,0,0,12,0,13,0.27704419999999985,1,1,True
MERIT,RandomForest,MERIT_predictions_20260311_105404_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,7.8,2026-03-19,12821.0,100003.8,8974.699999999979,34232.06999999997,108974.69999999998,134232.06999999998,0.08974699999999979,0.3423206999999997,6,0,19,14,0,11,0.2525736999999999,1,1,True
MFFL,XGBoost,MFFL_predictions_20260311_105559_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,154.52,2026-03-19,647.0,99974.44,2012.1700000000092,37493.65,102012.17000000001,137493.65,0.020121700000000093,0.3749365,12,0,13,16,0,9,0.35481479999999993,1,1,True
MFL,Prophet,MFL_predictions_20260311_151717_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,50.78,2026-03-19,1969.0,99985.82,12601.6,43869.32000000001,112601.6,143869.32,0.12601600000000002,0.43869320000000006,25,0,0,14,0,11,0.31267720000000004,1,1,True
MIIETF,Prophet,MIIETF_predictions_20260311_151738_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,15.44,2026-03-19,6477.0,100004.87999999999,9003.030000000004,38667.69,109003.03,138667.69,0.09003030000000005,0.38667690000000005,25,0,0,12,0,13,0.2966466,1,1,True
MIRKS,RandomForest,MIRKS_predictions_20260311_105712_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,24.55,2026-03-19,4073.0,99992.15000000001,8308.920000000013,44558.61999999998,108308.92000000001,144558.62,0.08308920000000013,0.4455861999999998,23,0,2,13,0,12,0.3624969999999997,1,1,True
MLCF,XGBoost,MLCF_predictions_20260311_105923_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,82.0,2026-03-19,1220.0,100040.0,1537.200000000006,45542.599999999984,101537.20000000001,145542.59999999998,0.01537200000000006,0.45542599999999983,6,0,19,12,0,13,0.4400539999999998,1,1,True
MRNS,Prophet,MRNS_predictions_20260311_110111_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,57.81,2026-03-19,1730.0,100011.3,51.90000000000191,23579.900000000016,100051.90000000001,123579.90000000002,0.0005190000000000191,0.23579900000000015,15,0,10,11,0,14,0.23528000000000013,1,1,True
MSCL,Prophet,MSCL_predictions_20260311_110158_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,13.73,2026-03-19,7283.0,99995.59,18498.819999999978,65182.849999999984,118498.81999999998,165182.84999999998,0.18498819999999977,0.6518284999999998,20,0,5,13,0,12,0.46684030000000004,1,1,True
MSOT,RandomForest,MSOT_predictions_20260311_110258_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,56.92,2026-03-19,1757.0,100008.44,13282.920000000006,71105.79000000002,113282.92000000001,171105.79000000004,0.13282920000000006,0.7110579000000002,20,0,5,14,0,11,0.5782287000000002,1,1,True
MUGHAL,XGBoost,MUGHAL_predictions_20260311_151930_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,68.92,2026-03-19,1451.0,100002.92,2756.8999999999883,47128.479999999996,102756.9,147128.47999999998,0.027568999999999882,0.47128479999999995,4,0,21,10,0,15,0.44371580000000005,1,1,True
MZNPETF,Prophet,MZNPETF_predictions_20260311_152106_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,18.69,2026-03-19,5350.0,99991.5,8185.500000000007,39964.49999999997,108185.5,139964.49999999997,0.08185500000000007,0.3996449999999997,25,0,0,10,0,15,0.31778999999999963,1,1,True
NAGC,Prophet,NAGC_predictions_20260311_110716_20260228_20260507.csv,shares,flat,14,2026-03-10,2026-04-09,56.01,2026-03-19,1785.0,99977.84999999999,6497.4000000000015,19170.900000000005,106497.4,119170.90000000001,0.06497400000000002,0.19170900000000005,14,0,0,3,0,11,0.12673500000000004,1,1,True
NCL,RandomForest,NCL_predictions_20260311_111303_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,33.82,2026-03-19,2957.0,100005.74,3725.820000000016,43497.47,103725.82000000002,143497.47,0.03725820000000016,0.4349747,15,0,10,15,0,10,0.3977164999999998,1,1,True
NCML,RandomForest,NCML_predictions_20260311_155014_20260304_20260511.csv,shares,flat,22,2026-03-04,2026-04-09,14.59,2026-03-19,6854.0,99999.86,10623.699999999992,37696.999999999985,110623.7,137697.0,0.10623699999999991,0.37696999999999986,5,0,17,8,0,14,0.27073299999999995,1,1,True
NEXT,XGBoost,NEXT_predictions_20260311_112032_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,11.71,2026-03-19,8540.0,100003.40000000001,4184.600000000032,57218.0,104184.60000000003,157218.0,0.04184600000000032,0.57218,8,0,17,13,0,12,0.5303339999999998,1,1,True
NITGETF,XGBoost,NITGETF_predictions_20260311_152146_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,33.15,2026-03-19,3017.0,100013.55,6577.059999999999,35389.41000000003,106577.06,135389.41000000003,0.06577059999999998,0.3538941000000003,20,0,5,10,0,15,0.2881235000000003,1,1,True
NML,XGBoost,NML_predictions_20260311_112351_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,134.12,2026-03-19,746.0,100053.52,14487.31999999999,45483.62,114487.31999999999,145483.62,0.1448731999999999,0.4548362,11,0,14,11,0,14,0.3099630000000001,1,1,True
NONS,RandomForest,NONS_predictions_20260311_112423_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,78.54,2026-03-19,1273.0,99981.42000000001,4888.319999999987,23728.720000000016,104888.31999999999,123728.72000000002,0.04888319999999987,0.23728720000000017,14,0,11,8,0,17,0.1884040000000003,1,1,True
NPL,XGBoost,NPL_predictions_20260311_112621_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,65.45,2026-03-19,1528.0,100007.6,17495.600000000013,57697.280000000035,117495.6,157697.28000000003,0.17495600000000014,0.5769728000000004,15,0,10,12,0,13,0.4020168000000003,1,1,True
NRL,Prophet,NRL_predictions_20260311_112817_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,335.03,2026-03-19,298.0,99838.93999999999,24281.039999999994,52835.40000000001,124281.04,152835.40000000002,0.24281039999999993,0.5283540000000001,25,0,0,13,0,12,0.2855436000000002,1,1,True
NRSL,Prophet,NRSL_predictions_20260311_113008_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,22.99,2026-03-19,4350.0,100006.5,7960.499999999993,49807.49999999999,107960.5,149807.5,0.07960499999999993,0.49807499999999993,3,0,22,13,0,12,0.41847,1,1,True
OBOY,Prophet,OBOY_predictions_20260311_113148_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,8.15,2026-03-19,12270.0,100000.5,11165.700000000012,46135.2,111165.70000000001,146135.2,0.11165700000000012,0.461352,25,0,0,14,0,11,0.34969499999999987,1,1,True
OLPM,RandomForest,OLPM_predictions_20260311_113642_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,22.0,2026-03-19,4545.0,99990.0,3545.100000000006,29497.05000000001,103545.1,129497.05000000002,0.03545100000000006,0.2949705000000001,22,0,3,8,0,17,0.2595195,1,1,True
ORM,RandomForest,ORM_predictions_20260311_113806_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,10.18,2026-03-19,9823.0,99998.14,11984.059999999987,26030.950000000004,111984.05999999998,126030.95000000001,0.11984059999999987,0.2603095,20,0,5,14,0,11,0.14046890000000017,1,1,True
PABC,XGBoost,PABC_predictions_20260311_114056_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,85.72,2026-03-19,1167.0,100035.24,22639.799999999992,42887.25000000001,122639.79999999999,142887.25,0.22639799999999993,0.42887250000000005,14,0,11,12,0,13,0.2024745000000001,1,1,True
PACE,XGBoost,PACE_predictions_20260311_114248_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,10.54,2026-03-19,9488.0,100003.51999999999,22201.92,55504.80000000002,122201.92,155504.80000000002,0.22201919999999997,0.5550480000000002,4,0,21,13,0,12,0.33302880000000024,1,1,True
PAKL,Prophet,PAKL_predictions_20260311_114651_20260304_20260511.csv,shares,flat,17,2026-03-04,2026-04-09,42.61,2026-04-09,2347.0,100005.67,3262.3300000000017,35909.09999999999,103262.33,135909.09999999998,0.032623300000000015,0.35909099999999994,17,0,0,6,0,11,0.3264676999999999,1,1,True
PAKOXY,RandomForest,PAKOXY_predictions_20260311_114844_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,249.17,2026-03-19,401.0,99917.17,810.0199999999907,33054.42999999999,100810.01999999999,133054.43,0.008100199999999906,0.33054429999999996,22,0,3,12,0,13,0.32244410000000007,1,1,True
PAKRI,Prophet,PAKRI_predictions_20260311_115030_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,17.32,2026-03-19,5774.0,100005.68000000001,173.22000000000708,31179.600000000013,100173.22,131179.6,0.0017322000000000708,0.31179600000000013,15,0,10,14,0,11,0.31006380000000006,1,1,True
PAKT,RandomForest,PAKT_predictions_20260311_115154_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,1284.88,2026-03-19,78.0,100220.64000000001,14460.41999999999,33290.399999999994,114460.41999999998,133290.4,0.1446041999999999,0.3329039999999999,17,0,8,14,0,11,0.18829980000000002,1,1,True
PASL,Prophet,PASL_predictions_20260311_115338_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,2.13,2026-03-19,46948.0,99999.23999999999,15023.359999999997,67605.12,115023.36,167605.12,0.15023359999999997,0.6760512,25,0,0,13,0,12,0.5258176,1,1,True
PASM,RandomForest,PASM_predictions_20260311_115350_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,4.65,2026-03-19,21505.0,99998.25000000001,26236.099999999995,100858.45000000006,126236.09999999999,200858.45000000007,0.26236099999999996,1.0085845000000007,9,0,16,9,0,16,0.7462235000000007,1,1,True
PECO,XGBoost,PECO_predictions_20260311_115624_20260304_20260511.csv,shares,flat,22,2026-03-04,2026-04-09,531.22,2026-04-09,188.0,99869.36,8144.160000000011,23562.039999999997,108144.16,123562.04,0.08144160000000011,0.23562039999999998,7,0,15,7,0,15,0.15417879999999987,1,1,True
PIBTL,XGBoost,PIBTL_predictions_20260311_115932_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,13.74,2026-03-19,7278.0,99999.72,11644.799999999996,49854.3,111644.79999999999,149854.3,0.11644799999999995,0.498543,16,0,9,11,0,14,0.3820950000000001,1,1,True
PICT,RandomForest,PICT_predictions_20260311_120129_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,28.1,2026-03-19,3559.0,100007.90000000001,23987.660000000003,39469.310000000005,123987.66,139469.31,0.23987660000000002,0.3946931000000001,22,0,3,16,0,9,0.15481650000000005,1,1,True
PIL,XGBoost,PIL_predictions_20260311_152711_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,3.89,2026-03-19,25707.0,100000.23,8740.380000000012,46786.74000000002,108740.38,146786.74000000002,0.08740380000000011,0.4678674000000002,20,0,5,13,0,12,0.3804636000000001,1,1,True
PIOC,Prophet,PIOC_predictions_20260311_120451_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,227.36,2026-03-19,440.0,100038.40000000001,1729.199999999997,39428.399999999994,101729.2,139428.4,0.01729199999999997,0.39428399999999997,25,0,0,12,0,13,0.376992,1,1,True
PKGP,Prophet,PKGP_predictions_20260311_120747_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,49.15,2026-03-19,2035.0,100020.25,4985.7500000000055,42002.399999999994,104985.75,142002.4,0.049857500000000055,0.42002399999999995,18,0,7,8,0,17,0.3701664999999999,1,1,True
POL,XGBoost,POL_predictions_20260311_121358_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,637.38,2026-03-19,157.0,100068.66,9393.30999999997,16183.559999999989,109393.30999999997,116183.55999999998,0.0939330999999997,0.16183559999999989,18,0,7,11,0,14,0.06790250000000018,1,1,True
POWERPS,Prophet,POWERPS_predictions_20260311_153039_20260304_20260511.csv,shares,flat,23,2026-03-05,2026-04-09,19.18,2026-03-19,5214.0,100004.52,5370.4200000000255,72996.00000000001,105370.42000000003,172996.0,0.05370420000000026,0.7299600000000002,8,0,15,10,0,13,0.6762557999999999,1,1,True
PPP,RandomForest,PPP_predictions_20260311_121804_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,101.73,2026-03-19,983.0,100000.59000000001,6143.75,30630.280000000013,106143.75,130630.28000000001,0.0614375,0.30630280000000015,17,0,8,12,0,13,0.24486530000000015,1,1,True
PSEL,RandomForest,PSEL_predictions_20260311_122526_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,851.17,2026-03-19,117.0,99586.89,10200.05999999998,26232.570000000003,110200.05999999998,126232.57,0.10200059999999979,0.26232570000000005,23,0,2,12,0,13,0.16032510000000028,1,1,True
PSX,RandomForest,PSX_predictions_20260311_153229_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,33.69,2026-03-19,2968.0,99991.92,6440.560000000005,45618.15999999997,106440.56,145618.15999999997,0.06440560000000005,0.4561815999999997,6,0,19,13,0,12,0.3917759999999996,1,1,True
PTC,XGBoost,PTC_predictions_20260311_123051_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,51.72,2026-03-19,1933.0,99974.76,1739.7000000000098,54742.56,101739.70000000001,154742.56,0.0173970000000001,0.5474256,20,0,5,11,0,14,0.5300285999999998,1,1,True
QUET,RandomForest,QUET_predictions_20260311_123151_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,18.75,2026-03-19,5333.0,99993.75,6826.239999999988,19092.140000000007,106826.23999999999,119092.14000000001,0.06826239999999988,0.19092140000000007,19,0,6,7,0,18,0.1226590000000002,1,1,True
REDCO,RandomForest,REDCO_predictions_20260311_123524_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,24.0,2026-03-19,4167.0,100008.0,21335.03999999998,68547.15,121335.03999999998,168547.15,0.2133503999999998,0.6854714999999999,24,0,1,12,0,13,0.47212110000000007,1,1,True
RICL,RandomForest,RICL_predictions_20260311_123742_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,15.55,2026-03-19,6431.0,100002.05,9517.880000000012,51769.55000000001,109517.88,151769.55000000002,0.09517880000000012,0.5176955000000001,8,0,17,11,0,14,0.42251669999999997,1,1,True
RUBY,RandomForest,RUBY_predictions_20260311_124139_20260304_20260511.csv,shares,flat,24,2026-03-04,2026-04-09,11.44,2026-03-19,8741.0,99997.04,20716.170000000006,58652.110000000015,120716.17000000001,158652.11000000002,0.20716170000000006,0.5865211000000001,18,0,6,9,0,15,0.37935940000000007,1,1,True
RUPL,XGBoost,RUPL_predictions_20260311_124314_20260303_20260508.csv,shares,flat,23,2026-03-06,2026-04-09,31.92,2026-03-19,3133.0,100005.36,19079.97,45303.18,119079.97,145303.18,0.19079970000000002,0.4530318,21,0,2,9,0,14,0.26223209999999997,1,1,True
SAPT,XGBoost,SAPT_predictions_20260311_124609_20260304_20260511.csv,shares,flat,22,2026-03-04,2026-04-09,1280.55,2026-03-19,78.0,99882.9,6329.700000000008,14116.440000000002,106329.70000000001,114116.44,0.06329700000000008,0.14116440000000002,11,0,11,3,0,19,0.07786739999999995,1,1,True
SCL,RandomForest,SCL_predictions_20260311_125337_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,900.87,2026-03-19,111.0,99996.57,25086.000000000004,50142.03000000001,125086.0,150142.03000000003,0.25086,0.5014203000000002,25,0,0,14,0,11,0.2505603000000001,1,1,True
SEARL,Prophet,SEARL_predictions_20260311_125535_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,83.99,2026-03-19,1191.0,100032.09,6895.890000000008,51272.54999999998,106895.89000000001,151272.55,0.06895890000000007,0.5127254999999998,6,0,19,12,0,13,0.4437665999999998,1,1,True
SERT,Prophet,SERT_predictions_20260311_125903_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,27.21,2026-03-19,3675.0,99996.75,11686.499999999998,57329.99999999996,111686.5,157329.99999999997,0.11686499999999998,0.5732999999999996,11,0,14,11,0,14,0.4564349999999996,1,1,True
SGPL,Prophet,SGPL_predictions_20260311_130323_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,14.53,2026-03-19,6882.0,99995.45999999999,47416.98000000002,125527.68000000002,147416.98,225527.68000000002,0.4741698000000002,1.2552768000000003,8,0,17,16,0,9,0.7811070000000001,1,1,True
SHCM,XGBoost,SHCM_predictions_20260311_130340_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,35.66,2026-03-19,2804.0,99990.63999999998,4738.760000000015,28628.840000000004,104738.76000000001,128628.84,0.04738760000000015,0.28628840000000005,17,0,8,5,0,20,0.2389007999999999,1,1,True
SHDT,RandomForest,SHDT_predictions_20260311_130449_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,39.99,2026-03-19,2501.0,100014.99,9228.690000000011,46218.48000000005,109228.69000000002,146218.48000000004,0.09228690000000012,0.46218480000000045,3,0,22,13,0,12,0.36989790000000033,1,1,True
