symbol,DATE,actual_daily_return,predicted_return,same_side_as_actual,daily_pnl_diff_actual_minus_model,suggestion_pred,suggestion_actual,daily_pnl_predicted,daily_pnl_actual,equity_predicted,equity_actual
HUSI,2026-03-04,-0.09991787571858746,0.0429717599649278,False,14005.049999999994,BUY,HOLD,-14005.049999999994,-0.0,85994.95000000001,100000.0
HUSI,2026-03-05,-0.02676399026763998,0.0466678834647935,False,3376.56000000001,BUY,HOLD,-3376.56000000001,-0.0,82618.39,100000.0
HUSI,2026-03-06,-0.017187500000000022,0.0543378765154202,False,2110.3500000000026,BUY,HOLD,-2110.3500000000026,-0.0,80508.04,100000.0
HUSI,2026-03-09,-0.09062003179650235,0.1030717220842347,False,10935.449999999992,BUY,HOLD,-10935.449999999992,-0.0,69572.59,100000.0
HUSI,2026-03-10,0.051748251748251706,0.1049127625388424,True,0.0,BUY,BUY,5678.759999999988,5678.759999999988,75251.34999999999,105678.76
HUSI,2026-03-11,-0.019614361702127603,0.0486401916100669,False,2263.8299999999995,BUY,HOLD,-2263.8299999999995,-0.0,72987.51999999999,105678.76
HUSI,2026-03-12,0.0,0.0517538245845195,False,0.0,BUY,HOLD,0.0,0.0,72987.51999999999,105678.76
HUSI,2026-03-13,0.04170905391658186,0.055380610955111,True,0.0,BUY,BUY,4719.510000000002,4719.510000000002,77707.03,110398.26999999999
HUSI,2026-03-16,-0.08658854166666663,0.0607481593368927,False,10206.42,BUY,HOLD,-10206.42,-0.0,67500.60999999999,110398.26999999999
HUSI,2026-03-17,0.0,0.0697984106600786,False,0.0,BUY,HOLD,0.0,0.0,67500.60999999999,110398.26999999999
HUSI,2026-03-18,-0.05737704918032782,0.1195678717378607,False,6177.569999999998,BUY,HOLD,-6177.569999999998,-0.0,61323.03999999999,110398.26999999999
HUSI,2026-03-19,-0.014744801512287409,0.1220557028846486,False,1496.430000000002,BUY,HOLD,-1496.430000000002,-0.0,59826.60999999999,110398.26999999999
HUSI,2026-03-24,0.024558710667689887,0.0718539344343943,True,0.0,BUY,BUY,2455.680000000002,2455.680000000002,62282.28999999999,112853.95
HUSI,2026-03-25,0.04794007490636698,0.0760963389357859,True,0.0,BUY,BUY,4911.360000000004,4911.360000000004,67193.65,117765.31
HUSI,2026-03-26,0.040385989992852034,0.0835858347976481,True,0.0,BUY,BUY,4335.809999999996,4335.809999999996,71529.45999999999,122101.12
HUSI,2026-03-27,0.0,0.1313866191040268,False,0.0,BUY,HOLD,0.0,0.0,71529.45999999999,122101.12
HUSI,2026-03-30,-0.09446925455170041,0.1315369916179161,False,10551.75,BUY,HOLD,-10551.75,-0.0,60977.70999999999,122101.12
HUSI,2026-03-31,0.0,0.0728320998333412,False,0.0,BUY,HOLD,0.0,0.0,60977.70999999999,122101.12
HUSI,2026-04-01,0.0,0.0728083667754068,False,0.0,BUY,HOLD,0.0,0.0,60977.70999999999,122101.12
HUSI,2026-04-02,0.09332321699544766,0.0726490771745373,True,0.0,BUY,BUY,9439.020000000004,9439.020000000004,70416.73,131540.14
HUSI,2026-04-03,-0.07564191533657183,0.0736564198107506,False,8364.659999999998,BUY,HOLD,-8364.659999999998,-0.0,62052.07,131540.14
HUSI,2026-04-06,0.02289789789789798,0.0778631657729685,True,0.0,BUY,BUY,2340.569999999998,2340.569999999998,64392.64,133880.71
HUSI,2026-04-07,0.0,0.1224104528678612,False,0.0,BUY,HOLD,0.0,0.0,64392.64,133880.71
HUSI,2026-04-08,0.08697247706422018,0.1194130406913158,True,0.0,BUY,BUY,9093.690000000004,9093.690000000004,73486.33,142974.4
HUSI,2026-04-09,0.01282916948008106,0.0577399788805781,True,0.0,BUY,BUY,1458.059999999996,1458.059999999996,74944.39,144432.46
