symbol,DATE,actual_daily_return,predicted_return,same_side_as_oracle,daily_pnl_diff_oracle_minus_model,suggestion_pred,suggestion_oracle,daily_pnl_predicted,daily_pnl_oracle,equity_predicted,equity_oracle
CLCPS,2026-03-04,-0.03821656050955413,0.0059057958056839,False,4316.520000000004,BUY,HOLD,-4316.520000000004,-0.0,95683.48,100000.0
CLCPS,2026-03-05,-0.0033112582781458233,0.0387679680656684,False,359.7100000000083,BUY,HOLD,-359.7100000000083,-0.0,95323.76999999999,100000.0
CLCPS,2026-03-06,-0.013289036544850363,0.0201990395484921,False,1438.8399999999854,BUY,HOLD,-1438.8399999999854,-0.0,93884.93000000001,100000.0
CLCPS,2026-03-09,-0.18518518518518523,0.0073794968682105,False,19784.05000000001,BUY,HOLD,-19784.05000000001,-0.0,74100.87999999999,100000.0
CLCPS,2026-03-10,0.07851239669421495,0.0083192881179421,True,0.0,BUY,BUY,6834.489999999998,6834.489999999998,80935.37,106834.48999999999
CLCPS,2026-03-11,0.08045977011494254,-0.0001406651802676,False,7553.909999999999,HOLD,BUY,0.0,7553.909999999999,80935.37,114388.4
CLCPS,2026-03-12,-0.07801418439716301,0.009480531272231,False,7913.619999999991,BUY,HOLD,-7913.619999999991,-0.0,73021.75,114388.4
CLCPS,2026-03-13,0.050000000000000044,0.0059779159694952,True,0.0,BUY,BUY,4676.229999999996,4676.229999999996,77697.98,119064.62999999999
CLCPS,2026-03-16,-0.02564102564102555,0.0095642419121411,False,2517.9699999999943,BUY,HOLD,-2517.9699999999943,-0.0,75180.01,119064.62999999999
CLCPS,2026-03-17,-0.0563909774436091,-0.0012674760728716,True,0.0,HOLD,HOLD,-0.0,-0.0,75180.01,119064.62999999999
CLCPS,2026-03-18,0.11553784860557781,0.0036215517989689,True,0.0,BUY,BUY,10431.590000000002,10431.590000000002,85611.6,129496.22
CLCPS,2026-03-19,-0.0071428571428571175,0.0133344120185325,False,719.4200000000006,BUY,HOLD,-719.4200000000006,-0.0,84892.18,129496.22
CLCPS,2026-03-24,0.03237410071942448,0.0073419997471309,True,0.0,BUY,BUY,3237.390000000011,3237.390000000011,88129.57,132733.61000000002
CLCPS,2026-03-25,-0.024390243902439157,-0.0004322744247076,True,0.0,HOLD,HOLD,-0.0,-0.0,88129.57,132733.61000000002
CLCPS,2026-03-26,0.025000000000000133,0.0012816404633237,True,0.0,BUY,BUY,2517.9700000000103,2517.9700000000103,90647.54000000002,135251.58000000002
CLCPS,2026-03-27,0.010452961672473782,0.0039482943281279,True,0.0,BUY,BUY,1079.129999999993,1079.129999999993,91726.67000000001,136330.71000000002
CLCPS,2026-03-30,-0.051724137931034475,0.0037889658894652,False,5395.649999999997,BUY,HOLD,-5395.649999999997,-0.0,86331.02000000002,136330.71000000002
CLCPS,2026-03-31,0.0036363636363636598,0.000618265421799,True,0.0,BUY,BUY,359.7099999999923,359.7099999999923,86690.73000000001,136690.41999999998
CLCPS,2026-04-01,0.025362318840579823,0.003501677294002,True,0.0,BUY,BUY,2517.9700000000103,2517.9700000000103,89208.70000000003,139208.39
CLCPS,2026-04-02,-0.04593639575971731,0.0030909583260375,False,4676.229999999996,BUY,HOLD,-4676.229999999996,-0.0,84532.47000000003,139208.39
CLCPS,2026-04-03,-0.03703703703703709,0.001345164408411,False,3597.100000000003,BUY,HOLD,-3597.100000000003,-0.0,80935.37000000002,139208.39
CLCPS,2026-04-06,0.0,0.0023325647165523,False,0.0,BUY,HOLD,0.0,0.0,80935.37000000002,139208.39
CLCPS,2026-04-07,0.0,0.0020049599403295,False,0.0,BUY,HOLD,0.0,0.0,80935.37000000002,139208.39
CLCPS,2026-04-08,0.09615384615384626,0.0012012688626652,True,0.0,BUY,BUY,8992.75,8992.75,89928.12000000002,148201.14
CLCPS,2026-04-09,-0.05263157894736836,0.0011734783237621,False,5395.649999999997,BUY,HOLD,-5395.649999999997,-0.0,84532.47000000003,148201.14
