symbol,DATE,actual_daily_return,predicted_return,same_side_as_actual,daily_pnl_diff_actual_minus_model,suggestion_pred,suggestion_actual,daily_pnl_predicted,daily_pnl_actual,equity_predicted,equity_actual
PPP,2026-03-04,0.019322205361659295,-0.0084731315879116,False,3755.0600000000213,SHORT,BUY,-1877.5300000000107,1877.5300000000107,98122.46999999999,101877.53000000001
PPP,2026-03-05,0.02183406113537112,-0.0018926709158148,False,4325.199999999978,SHORT,BUY,-2162.599999999989,2162.599999999989,95959.87,104040.13
PPP,2026-03-06,-0.0064102564102563875,-0.0011249092264088,True,0.0,SHORT,SHORT,648.7799999999967,648.7799999999967,96608.65,104688.91
PPP,2026-03-09,-0.04076246334310851,0.0014702448285886,False,8198.220000000003,BUY,SHORT,-4099.1100000000015,4099.1100000000015,92509.54,108788.01999999999
PPP,2026-03-10,0.03138693569754403,0.0008982187961483,True,0.0,BUY,BUY,3027.6399999999985,3027.6399999999985,95537.18,111815.66
PPP,2026-03-11,0.02736883707143578,0.0020388838942849,True,0.0,BUY,BUY,2722.91000000001,2722.91000000001,98260.09,114538.57
PPP,2026-03-12,-0.004616272360069229,0.0021379188230239,False,943.6800000000078,BUY,SHORT,-471.8400000000039,471.8400000000039,97788.25,115010.41
PPP,2026-03-13,-0.012367149758454099,-0.0043799639748532,True,0.0,SHORT,SHORT,1258.2400000000011,1258.2400000000011,99046.49,116268.65000000001
PPP,2026-03-16,0.009391508511054747,0.0026197809553394,True,0.0,BUY,BUY,943.6800000000078,943.6800000000078,99990.17000000001,117212.33000000002
PPP,2026-03-17,-0.008722620662919178,0.0011460240889877,False,1769.4000000000112,BUY,SHORT,-884.7000000000056,884.7000000000056,99105.47,118097.03000000003
PPP,2026-03-18,0.025420414548298798,-0.0022291537455516,False,5111.5999999999885,SHORT,BUY,-2555.7999999999943,2555.7999999999943,96549.67000000001,120652.83000000002
PPP,2026-03-19,-0.03003432494279168,-0.0033973380534823,True,0.0,SHORT,SHORT,3096.4499999999916,3096.4499999999916,99646.12,123749.28000000001
PPP,2026-03-24,0.003342180281136198,0.0050561428902554,True,0.0,BUY,BUY,334.2199999999894,334.2199999999894,99980.34,124083.5
PPP,2026-03-25,0.02214166748309987,0.0041694327774514,True,0.0,BUY,BUY,2221.580000000005,2221.580000000005,102201.92,126305.08000000002
PPP,2026-03-26,0.0,-0.0002988397305111,False,0.0,SHORT,HOLD,-0.0,0.0,102201.92,126305.08000000002
PPP,2026-03-27,-0.04495351289178562,0.0030625579860671,False,9220.539999999995,BUY,SHORT,-4610.269999999998,4610.269999999998,97591.65,130915.35
PPP,2026-03-30,0.023785628261742353,-0.000434848952095,False,4659.420000000009,SHORT,BUY,-2329.7100000000046,2329.7100000000046,95261.93999999999,133245.06
PPP,2026-03-31,-0.0004901480247035961,5.457729915785158e-05,False,98.30000000002235,BUY,SHORT,-49.150000000011175,49.150000000011175,95212.78999999998,133294.21000000002
PPP,2026-04-01,0.02245978815221661,0.0012508995513793,True,0.0,BUY,BUY,2251.070000000006,2251.070000000006,97463.85999999999,135545.28000000003
PPP,2026-04-02,0.0028776978417266452,0.0006742336515919,True,0.0,BUY,BUY,294.8999999999972,294.8999999999972,97758.75999999998,135840.18000000002
PPP,2026-04-03,-0.0021042563366809874,1.2792257687554916e-05,False,432.51999999999776,BUY,SHORT,-216.25999999999888,216.25999999999888,97542.49999999999,136056.44000000003
PPP,2026-04-06,-0.0031630403527268536,0.0006616141737463,False,648.7799999999967,BUY,SHORT,-324.38999999999834,324.38999999999834,97218.10999999999,136380.83000000002
PPP,2026-04-07,-0.006057692307692264,0.0015829561027046,False,1238.579999999991,BUY,SHORT,-619.2899999999955,619.2899999999955,96598.81999999999,137000.12000000002
PPP,2026-04-08,0.097513785430976,0.0008993288459075,True,0.0,BUY,BUY,9908.639999999998,9908.639999999998,106507.45999999999,146908.76
PPP,2026-04-09,-0.03843102688408995,2.5358232732074423e-05,False,8571.759999999998,BUY,SHORT,-4285.879999999999,4285.879999999999,102221.57999999999,151194.64
