symbol,DATE,actual_daily_return,predicted_return,same_side_as_actual,daily_pnl_diff_actual_minus_model,suggestion_pred,suggestion_actual,daily_pnl_predicted,daily_pnl_actual,equity_predicted,equity_actual
SRVI,2026-03-04,0.019968865746953668,-0.0468468876268819,False,2023.6799999999994,HOLD,BUY,0.0,2023.6799999999994,100000.0,102023.68
SRVI,2026-03-05,-0.008933740329456263,-0.0472857703830097,True,0.0,HOLD,HOLD,-0.0,-0.0,100000.0,102023.68
SRVI,2026-03-06,0.021566544971789003,-0.0470349951337044,False,2209.3200000000006,HOLD,BUY,0.0,2209.3200000000006,100000.0,104233.0
SRVI,2026-03-09,-0.09031897543193912,-0.0635737234144136,True,0.0,HOLD,HOLD,-0.0,-0.0,100000.0,104233.0
SRVI,2026-03-10,0.10000071429081636,-0.0632002572601171,False,9520.0,HOLD,BUY,0.0,9520.0,100000.0,113753.0
SRVI,2026-03-11,-0.03264956265949781,-0.0458211746375645,True,0.0,HOLD,HOLD,-0.0,-0.0,100000.0,113753.0
SRVI,2026-03-12,0.057246041175799345,-0.047656711803463,False,5799.039999999998,HOLD,BUY,0.0,5799.039999999998,100000.0,119552.04
SRVI,2026-03-13,0.0031809725776037467,-0.0442809909828456,False,340.6799999999994,HOLD,BUY,0.0,340.6799999999994,100000.0,119892.72
SRVI,2026-03-16,-0.0470759493670887,-0.0441907179675123,True,0.0,HOLD,HOLD,-0.0,-0.0,100000.0,119892.72
SRVI,2026-03-17,-0.002988801955340681,-0.0434499047045209,True,0.0,HOLD,HOLD,-0.0,-0.0,100000.0,119892.72
SRVI,2026-03-18,0.0017253783841399972,-0.0595523095825725,False,176.1200000000099,HOLD,BUY,0.0,176.1200000000099,100000.0,120068.84000000001
SRVI,2026-03-19,-0.020010507345166406,-0.0588099018998636,True,0.0,HOLD,HOLD,-0.0,-0.0,100000.0,120068.84000000001
SRVI,2026-03-24,0.01790149427939358,-0.0393032256363099,False,1793.8400000000074,HOLD,BUY,0.0,1793.8400000000074,100000.0,121862.68000000002
SRVI,2026-03-25,-0.019506666666666672,-0.0392192719815134,True,0.0,HOLD,HOLD,-0.0,-0.0,100000.0,121862.68000000002
SRVI,2026-03-26,-0.051103526116104914,-0.0385947470541003,True,0.0,HOLD,HOLD,-0.0,-0.0,100000.0,121862.68000000002
SRVI,2026-03-27,0.01749810114790984,-0.0549250218428069,False,1660.560000000005,HOLD,BUY,0.0,1660.560000000005,100000.0,123523.24000000002
SRVI,2026-03-30,-0.014802816901408389,-0.0545210497138397,True,0.0,HOLD,HOLD,-0.0,-0.0,100000.0,123523.24000000002
SRVI,2026-03-31,0.0007291026319176108,-0.0372981150377822,False,69.35999999999876,HOLD,BUY,0.0,69.35999999999876,100000.0,123592.60000000002
SRVI,2026-04-01,-0.0015428571428571791,-0.0394809245838604,True,0.0,HOLD,HOLD,-0.0,-0.0,100000.0,123592.60000000002
SRVI,2026-04-02,-0.0014021633377209186,-0.0366436478919172,True,0.0,HOLD,HOLD,-0.0,-0.0,100000.0,123592.60000000002
SRVI,2026-04-03,-0.03827692924893267,-0.0372785363275738,True,0.0,HOLD,HOLD,-0.0,-0.0,100000.0,123592.60000000002
SRVI,2026-04-06,0.00914745428135122,-0.037440678169441,False,835.0399999999981,HOLD,BUY,0.0,835.0399999999981,100000.0,124427.64000000001
SRVI,2026-04-07,0.0211997962693673,-0.0546105818367898,False,1952.9600000000019,HOLD,BUY,0.0,1952.9600000000019,100000.0,126380.60000000002
SRVI,2026-04-08,0.09943257797535154,-0.0550828903009698,False,9354.079999999996,HOLD,BUY,0.0,9354.079999999996,100000.0,135734.68000000002
SRVI,2026-04-09,-0.0006640324521206553,-0.0387554946608966,True,0.0,HOLD,HOLD,-0.0,-0.0,100000.0,135734.68000000002
