symbol,DATE,actual_daily_return,predicted_return,same_side_as_oracle,daily_pnl_diff_oracle_minus_model,suggestion_pred,suggestion_oracle,daily_pnl_predicted,daily_pnl_oracle,equity_predicted,equity_oracle
PINL,2026-03-04,-0.12827225130890052,-0.0562385701968759,True,0.0,HOLD,HOLD,-0.0,-0.0,100000.0,100000.0
PINL,2026-03-05,0.04204204204204198,-0.0560134048322665,False,3960.3200000000033,HOLD,BUY,0.0,3960.3200000000033,100000.0,103960.32
PINL,2026-03-06,-0.03170028818443815,-0.0565534822281105,True,0.0,HOLD,HOLD,-0.0,-0.0,100000.0,103960.32
PINL,2026-03-09,-0.10416666666666674,-0.0166259753611254,True,0.0,HOLD,HOLD,-0.0,-0.0,100000.0,103960.32
PINL,2026-03-10,0.11129568106312315,-0.0162983938743043,False,9476.480000000012,HOLD,BUY,0.0,9476.480000000012,100000.0,113436.80000000002
PINL,2026-03-11,0.046337817638266054,-0.0604343616615815,False,4384.639999999995,HOLD,BUY,0.0,4384.639999999995,100000.0,117821.44
PINL,2026-03-12,-0.02857142857142858,-0.0556443024177485,True,0.0,HOLD,HOLD,-0.0,-0.0,100000.0,117821.44
PINL,2026-03-13,0.02205882352941191,-0.0540161481873719,False,2121.600000000005,HOLD,BUY,0.0,2121.600000000005,100000.0,119943.04000000001
PINL,2026-03-16,0.0028776978417266452,-0.0544498009159603,False,282.87999999999397,HOLD,BUY,0.0,282.87999999999397,100000.0,120225.92000000001
PINL,2026-03-17,0.0014347202295552641,-0.0556645337360016,False,141.44000000000955,HOLD,BUY,0.0,141.44000000000955,100000.0,120367.36000000002
PINL,2026-03-18,0.012893982808023008,-0.0164087997159444,False,1272.959999999998,HOLD,BUY,0.0,1272.959999999998,100000.0,121640.32000000002
PINL,2026-03-19,0.0,-0.0167321200301599,True,0.0,HOLD,HOLD,0.0,0.0,100000.0,121640.32000000002
PINL,2026-03-24,0.06223479490806216,-0.0561190191823593,False,6223.359999999993,HOLD,BUY,0.0,6223.359999999993,100000.0,127863.68000000001
PINL,2026-03-25,0.039946737683089095,-0.0569719439972445,False,4243.199999999997,HOLD,BUY,0.0,4243.199999999997,100000.0,132106.88
PINL,2026-03-26,-0.008962868117797673,-0.0585223637127377,True,0.0,HOLD,HOLD,-0.0,-0.0,100000.0,132106.88
PINL,2026-03-27,-0.029715762273901825,-0.0195139409634175,True,0.0,HOLD,HOLD,-0.0,-0.0,100000.0,132106.88
PINL,2026-03-30,-0.045272969374167804,-0.019994368689255,True,0.0,HOLD,HOLD,-0.0,-0.0,100000.0,132106.88
PINL,2026-03-31,0.029288702928870203,-0.0648116459141641,False,2970.2399999999993,HOLD,BUY,0.0,2970.2399999999993,100000.0,135077.12
PINL,2026-04-01,0.006775067750677488,-0.0605651211749666,False,707.1999999999975,HOLD,BUY,0.0,707.1999999999975,100000.0,135784.32
PINL,2026-04-02,-0.05652759084791381,-0.0593364097767083,True,0.0,HOLD,HOLD,-0.0,-0.0,100000.0,135784.32
PINL,2026-04-03,0.059914407988587826,-0.0600239106991778,False,5940.479999999999,HOLD,BUY,0.0,5940.479999999999,100000.0,141724.8
PINL,2026-04-06,0.07671601615074031,-0.0613501104523147,False,8062.080000000004,HOLD,BUY,0.0,8062.080000000004,100000.0,149786.88
PINL,2026-04-07,0.0,-0.0220711468747217,True,0.0,HOLD,HOLD,0.0,0.0,100000.0,149786.88
PINL,2026-04-08,0.040000000000000036,-0.022248314579709,False,4526.080000000004,HOLD,BUY,0.0,4526.080000000004,100000.0,154312.96000000002
PINL,2026-04-09,-0.0673076923076924,-0.0667438564282524,True,0.0,HOLD,HOLD,-0.0,-0.0,100000.0,154312.96000000002
