symbol,model,prediction_file,pnl_mode,negative_mode,trading_days,first_date,last_date,ref_close,ref_price_date_used,shares,invested_notional,pnl_predicted,pnl_actual,final_equity_predicted,final_equity_actual,total_return_predicted,total_return_actual,days_long_predicted,days_short_predicted,days_flat_predicted,days_long_actual,days_short_actual,days_flat_actual,return_gap_actual_minus_predicted,total_return_sign_predicted,total_return_sign_actual,predicted_underperforms_actual
AKDHL,RandomForest,AKDHL_predictions_20260311_060907_20260304_20260511.csv,shares,short,24,2026-03-04,2026-04-09,142.14,2026-03-19,704.0,100066.56,60206.07999999998,70583.03999999998,160206.08,170583.03999999998,0.6020607999999998,0.7058303999999997,10,14,0,7,7,10,0.1037695999999999,1,1,True
ALAC,RandomForest,ALAC_predictions_20260311_143531_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,11.54,2026-03-19,8666.0,100005.64,21578.340000000015,77560.69999999998,121578.34000000001,177560.69999999998,0.21578340000000015,0.7756069999999998,17,8,0,15,10,0,0.5598235999999996,1,1,True
ALTN,XGBoost,ALTN_predictions_20260311_061339_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,8.6,2026-03-19,11628.0,100000.8,20116.439999999966,49884.11999999998,120116.43999999997,149884.12,0.20116439999999966,0.4988411999999998,5,20,0,12,12,1,0.2976768000000002,1,1,True
ANL,Prophet,ANL_predictions_20260311_061544_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,8.56,2026-03-19,11682.0,99997.92000000001,5607.360000000004,71961.11999999991,105607.36,171961.1199999999,0.05607360000000004,0.7196111999999991,25,0,0,13,11,1,0.6635375999999991,1,1,True
ARCTM,RandomForest,ARCTM_predictions_20260311_143702_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,27.87,2026-03-19,3588.0,99997.56,64512.23999999995,130172.63999999994,164512.23999999993,230172.63999999996,0.6451223999999994,1.3017263999999995,13,12,0,12,9,4,0.6566040000000001,1,1,True
ASHT,RandomForest,ASHT_predictions_20260311_062243_20260304_20260511.csv,shares,short,23,2026-03-04,2026-04-09,17.6,2026-04-09,5682.0,100003.20000000001,10227.600000000024,65456.639999999985,110227.60000000002,165456.63999999998,0.10227600000000024,0.6545663999999999,4,19,0,6,6,11,0.5522903999999996,1,1,True
ASLPS,Prophet,ASLPS_predictions_20260311_143713_20260228_20260507.csv,shares,short,15,2026-03-05,2026-04-08,17.0,2026-03-19,5882.0,99994.0,10469.959999999995,23763.279999999984,110469.95999999999,123763.27999999998,0.10469959999999995,0.23763279999999984,0,15,0,2,2,11,0.1329331999999999,1,1,True
ASTL,RandomForest,ASTL_predictions_20260311_062636_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,14.19,2026-03-19,7047.0,99996.93,3523.4999999999995,71033.76000000001,103523.5,171033.76,0.035234999999999995,0.7103376000000001,24,1,0,11,14,0,0.6751026000000001,1,1,True
ATBA,RandomForest,ATBA_predictions_20260311_063002_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,189.89,2026-03-19,527.0,100072.03,8895.759999999998,56483.85999999998,108895.76,156483.86,0.08895759999999998,0.5648385999999997,22,3,0,12,13,0,0.4758809999999998,1,1,True
ATLH,RandomForest,ATLH_predictions_20260311_063303_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,1469.28,2026-03-19,68.0,99911.04,5852.759999999996,57302.91999999998,105852.76,157302.91999999998,0.05852759999999996,0.5730291999999998,23,2,0,10,15,0,0.5145015999999998,1,1,True
AVN,Prophet,AVN_predictions_20260311_063653_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,32.12,2026-03-19,3113.0,99989.56,6039.220000000003,83054.83999999997,106039.22,183054.83999999997,0.06039220000000003,0.8305483999999996,25,0,0,11,14,0,0.7701561999999996,1,1,True
BAHL,Prophet,BAHL_predictions_20260311_064038_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,151.31,2026-03-19,661.0,100015.91,10926.330000000002,65075.45000000002,110926.33,165075.45,0.10926330000000002,0.6507545000000002,25,0,0,11,14,0,0.5414912000000002,1,1,True
BAPL,Prophet,BAPL_predictions_20260311_064159_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,38.69,2026-03-19,2585.0,100013.65,13803.900000000009,69433.10000000003,113803.90000000001,169433.10000000003,0.13803900000000008,0.6943310000000004,25,0,0,11,13,1,0.5562920000000002,1,1,True
BCL,RandomForest,BCL_predictions_20260311_064512_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,57.92,2026-03-19,1727.0,100027.84,4887.410000000014,60255.02999999999,104887.41000000002,160255.03,0.04887410000000014,0.6025502999999999,1,24,0,12,13,0,0.5536761999999997,1,1,True
BGL,Prophet,BGL_predictions_20260311_065134_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,9.23,2026-03-19,10834.0,99997.82,8992.22000000002,66629.10000000003,108992.22000000002,166629.10000000003,0.08992220000000019,0.6662910000000003,14,11,0,14,11,0,0.5763688000000001,1,1,True
BIFO,Prophet,BIFO_predictions_20260311_065345_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,95.58,2026-03-19,1046.0,99976.68,33890.40000000001,84412.19999999998,133890.40000000002,184412.19999999998,0.3389040000000001,0.8441219999999998,0,25,0,9,16,0,0.5052179999999997,1,1,True
BIPL,Prophet,BIPL_predictions_20260311_065540_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,24.38,2026-03-19,4102.0,100006.76,9721.73999999999,60996.73999999996,109721.73999999999,160996.73999999996,0.09721739999999991,0.6099673999999996,25,0,0,15,10,0,0.5127499999999997,1,1,True
BUXL,RandomForest,BUXL_predictions_20260311_070548_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,159.75,2026-03-19,626.0,100003.5,8638.800000000007,53648.19999999999,108638.8,153648.19999999998,0.08638800000000006,0.5364819999999999,18,7,0,8,7,10,0.4500939999999998,1,1,True
CASH,RandomForest,CASH_predictions_20260311_070916_20260304_20260511.csv,shares,short,15,2026-03-04,2026-03-27,50.3,2026-03-19,1988.0,99996.4,1053.640000000003,21013.160000000014,101053.64,121013.16000000002,0.01053640000000003,0.21013160000000014,3,12,0,1,1,13,0.1995952000000001,1,1,True
CCM,Prophet,CCM_predictions_20260311_143937_20260304_20260511.csv,shares,short,23,2026-03-04,2026-04-09,41.0,2026-03-19,2439.0,99999.0,12975.480000000003,53218.979999999996,112975.48000000001,153218.97999999998,0.12975480000000003,0.5321897999999999,23,0,0,5,4,14,0.4024349999999999,1,1,True
CEPB,Prophet,CEPB_predictions_20260311_071214_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,27.54,2026-03-19,3631.0,99997.73999999999,8787.02000000002,94478.62000000004,108787.02000000002,194478.62000000005,0.0878702000000002,0.9447862000000004,17,8,0,12,13,0,0.8569160000000001,1,1,True
CHAS,Prophet,CHAS_predictions_20260311_071320_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,69.73,2026-03-19,1434.0,99992.82,1319.279999999993,88449.11999999995,101319.28,188449.11999999994,0.01319279999999993,0.8844911999999995,25,0,0,10,14,1,0.8712983999999996,1,1,True
CLVL,Prophet,CLVL_predictions_20260311_071947_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,12.84,2026-03-19,7788.0,99997.92,7554.3599999999915,89639.88,107554.35999999999,189639.88,0.07554359999999992,0.8963988,16,9,0,11,13,1,0.8208552000000001,1,1,True
CNERGY,XGBoost,CNERGY_predictions_20260311_144138_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,6.88,2026-03-19,14535.0,100000.8,39535.20000000007,77907.60000000002,139535.20000000007,177907.60000000003,0.3953520000000007,0.7790760000000002,13,12,0,13,12,0,0.3837239999999995,1,1,True
COLG,Prophet,COLG_predictions_20260311_072150_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,1110.54,2026-03-19,90.0,99948.59999999999,135.00000000000045,28279.79999999994,100135.0,128279.79999999994,0.0013500000000000046,0.2827979999999994,0,25,0,11,14,0,0.28144799999999937,1,1,True
CRTM,Prophet,CRTM_predictions_20260311_072725_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,60.78,2026-03-19,1645.0,99983.1,83566.0,173777.79999999996,183566.0,273777.79999999993,0.83566,1.7377779999999996,25,0,0,20,5,0,0.9021179999999996,1,1,True
CYAN,RandomForest,CYAN_predictions_20260311_073304_20260304_20260511.csv,shares,short,6,2026-03-04,2026-03-11,41.91,2026-03-11,2386.0,99997.26,17823.419999999976,30373.77999999999,117823.41999999998,130373.78,0.17823419999999976,0.3037377999999999,3,3,0,4,2,0,0.12550360000000013,1,1,True
DAAG,RandomForest,DAAG_predictions_20260311_073407_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,61.63,2026-03-19,1623.0,100025.49,2126.129999999992,85905.39,102126.12999999999,185905.39,0.02126129999999992,0.8590539,24,1,0,10,7,8,0.8377926000000001,1,1,True
DADX,RandomForest,DADX_predictions_20260311_073506_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,59.95,2026-03-19,1668.0,99996.6,10241.519999999979,94475.51999999996,110241.51999999997,194475.51999999996,0.10241519999999979,0.9447551999999996,22,3,0,9,11,5,0.8423399999999998,1,1,True
DCL,RandomForest,DCL_predictions_20260311_073716_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,7.42,2026-03-19,13477.0,99999.34,5390.799999999988,97303.94000000003,105390.79999999999,197303.94000000003,0.05390799999999989,0.9730394000000003,17,8,0,12,12,1,0.9191314000000005,1,1,True
DCR,Prophet,DCR_predictions_20260311_073918_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,35.94,2026-03-19,2782.0,99985.07999999999,584.2200000000012,29962.140000000094,100584.22,129962.1400000001,0.005842200000000012,0.2996214000000009,25,0,0,13,11,1,0.2937792000000009,1,1,True
DEL,RandomForest,DEL_predictions_20260311_144522_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,15.49,2026-03-19,6456.0,100003.44,22273.200000000048,143258.63999999998,122273.20000000004,243258.63999999998,0.22273200000000049,1.4325864,9,16,0,13,12,0,1.2098543999999993,1,1,True
DFSM,Prophet,DFSM_predictions_20260311_074310_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,5.27,2026-03-19,18975.0,99998.24999999999,30359.999999999993,113470.50000000003,130360.0,213470.50000000003,0.3035999999999999,1.1347050000000003,25,0,0,16,9,0,0.8311050000000004,1,1,True
DINT,Prophet,DINT_predictions_20260311_074523_20260304_20260511.csv,shares,short,22,2026-03-04,2026-04-09,60.51,2026-04-09,1653.0,100023.03,11604.060000000005,33820.380000000005,111604.06,133820.38,0.11604060000000005,0.33820380000000005,14,8,0,4,1,17,0.2221632,1,1,True
DLL,Prophet,DLL_predictions_20260311_074624_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,579.6,2026-03-19,173.0,100270.8,2184.989999999998,52258.110000000044,102184.98999999999,152258.11000000004,0.02184989999999998,0.5225811000000005,0,25,0,7,17,1,0.5007312000000005,1,1,True
DSL,Prophet,DSL_predictions_20260311_075327_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,5.48,2026-03-19,18248.0,99999.04000000001,23357.44000000001,80656.16000000003,123357.44,180656.16000000003,0.2335744000000001,0.8065616000000003,24,1,0,9,14,2,0.5729872000000003,1,1,True
DWTM,XGBoost,DWTM_predictions_20260311_075606_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,7.7,2026-03-19,12987.0,99999.90000000001,2987.0099999999775,128441.42999999995,102987.00999999998,228441.42999999993,0.029870099999999775,1.2844142999999995,3,22,0,8,17,0,1.2545441999999998,1,1,True
DYNO,RandomForest,DYNO_predictions_20260311_075749_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,262.53,2026-03-19,381.0,100023.93,6229.350000000031,53701.94999999995,106229.35000000003,153701.94999999995,0.062293500000000314,0.5370194999999995,9,16,0,13,11,1,0.4747259999999992,1,1,True
EFUG,RandomForest,EFUG_predictions_20260311_080223_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,120.0,2026-03-19,833.0,99960.0,18759.159999999993,67689.57999999999,118759.15999999999,167689.58,0.18759159999999991,0.6768957999999998,12,13,0,11,13,1,0.4893041999999999,1,1,True
ELSM,XGBoost,ELSM_predictions_20260311_080434_20260304_20260511.csv,shares,short,21,2026-03-05,2026-04-09,112.04,2026-03-19,893.0,100051.72,4893.640000000016,39684.92,104893.64000000001,139684.91999999998,0.04893640000000016,0.39684919999999996,10,11,0,5,4,12,0.3479127999999998,1,1,True
EPQL,RandomForest,EPQL_predictions_20260311_145013_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,24.78,2026-03-19,4036.0,100012.08,40.360000000020364,30875.399999999965,100040.36000000002,130875.39999999997,0.0004036000000002036,0.30875399999999964,20,5,0,12,13,0,0.3083503999999994,1,1,True
FABL,XGBoost,FABL_predictions_20260311_081147_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,83.48,2026-03-19,1198.0,100009.04000000001,55191.860000000015,85980.45999999999,155191.86000000002,185980.46,0.5519186000000001,0.8598045999999999,13,12,0,12,13,0,0.30788599999999977,1,1,True
FASM,RandomForest,FASM_predictions_20260311_081310_20260304_20260511.csv,shares,short,24,2026-03-04,2026-04-09,415.0,2026-03-19,241.0,100015.0,3104.0800000000277,82436.45999999999,103104.08000000003,182436.46,0.031040800000000278,0.8243645999999999,13,11,0,12,6,6,0.7933237999999996,1,1,True
FATIMA,Prophet,FATIMA_predictions_20260311_081503_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,131.37,2026-03-19,761.0,99972.57,6750.070000000012,82545.67000000003,106750.07,182545.67000000004,0.06750070000000012,0.8254567000000003,0,25,0,10,15,0,0.7579560000000002,1,1,True
FCCL,XGBoost,FCCL_predictions_20260311_081653_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,38.98,2026-03-19,2565.0,99983.7,66356.54999999996,115963.65000000001,166356.54999999996,215963.65000000002,0.6635654999999996,1.1596365000000002,14,11,0,10,15,0,0.4960710000000006,1,1,True
FCIBL,Prophet,FCIBL_predictions_20260311_145101_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,22.73,2026-03-19,4399.0,99989.27,102232.75999999998,173232.6199999999,202232.75999999998,273232.6199999999,1.0223276,1.732326199999999,25,0,0,16,6,3,0.7099985999999991,1,1,True
FCL,Prophet,FCL_predictions_20260311_145114_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,20.39,2026-03-19,4904.0,99992.56,686.5599999999986,68165.59999999998,100686.56,168165.59999999998,0.006865599999999986,0.6816559999999998,17,8,0,11,14,0,0.6747903999999998,1,1,True
FCSC,RandomForest,FCSC_predictions_20260311_082034_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,4.06,2026-03-19,24631.0,100001.85999999999,5418.820000000014,138426.22000000003,105418.82,238426.22000000003,0.054188200000000145,1.3842622000000002,11,14,0,14,10,1,1.330074,1,1,True
FECM,Prophet,FECM_predictions_20260311_082203_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,16.09,2026-03-19,6215.0,99999.35,30453.499999999993,112988.70000000001,130453.5,212988.7,0.30453499999999994,1.129887,25,0,0,12,9,4,0.8253520000000001,1,1,True
FECTC,RandomForest,FECTC_predictions_20260311_082332_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,88.93,2026-03-19,1124.0,99957.32,5395.199999999966,96281.84000000001,105395.19999999997,196281.84000000003,0.05395199999999966,0.9628184000000001,12,13,0,13,12,0,0.9088664000000004,1,1,True
FEROZ,RandomForest,FEROZ_predictions_20260311_082621_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,314.33,2026-03-19,318.0,99956.93999999999,53436.719999999965,84346.31999999999,153436.71999999997,184346.32,0.5343671999999996,0.8434632,17,8,0,13,12,0,0.30909600000000037,1,1,True
FFL,XGBoost,FFL_predictions_20260311_083013_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,15.04,2026-03-19,6649.0,100000.95999999999,3922.9100000000344,69349.06999999995,103922.91000000003,169349.06999999995,0.03922910000000034,0.6934906999999995,15,10,0,13,12,0,0.6542615999999991,1,1,True
FHAM,RandomForest,FHAM_predictions_20260311_083232_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,29.88,2026-03-19,3347.0,100008.36,15396.199999999993,53083.419999999984,115396.2,153083.41999999998,0.15396199999999993,0.5308341999999998,19,6,0,13,9,3,0.3768721999999999,1,1,True
FIBLM,Prophet,FIBLM_predictions_20260311_083309_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,10.73,2026-03-19,9320.0,100003.6,15657.599999999995,101215.2,115657.59999999999,201215.2,0.15657599999999994,1.012152,25,0,0,14,11,0,0.855576,1,1,True
FLYNG,RandomForest,FLYNG_predictions_20260311_083507_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,40.67,2026-03-19,2459.0,100007.53,19032.66,76327.36,119032.66,176327.36,0.19032659999999998,0.7632736,3,22,0,9,16,0,0.572947,1,1,True
FML,Prophet,FML_predictions_20260311_145256_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,39.0,2026-03-19,2564.0,99996.0,1230.7200000000057,92355.27999999998,101230.72,192355.27999999997,0.012307200000000056,0.9235527999999998,0,25,0,11,12,2,0.9112455999999998,1,1,True
FPJM,Prophet,FPJM_predictions_20260311_083852_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,6.0,2026-03-19,16667.0,100002.0,11833.570000000043,87835.09000000004,111833.57000000004,187835.09000000003,0.11833570000000043,0.8783509000000004,17,8,0,12,11,2,0.7600152,1,1,True
FRCL,RandomForest,FRCL_predictions_20260311_084040_20260304_20260511.csv,shares,short,22,2026-03-04,2026-04-09,63.17,2026-03-19,1583.0,99998.11,15434.25,39432.53,115434.25,139432.53,0.1543425,0.3943253,12,10,0,3,2,17,0.2399828,1,1,True
FRSM,RandomForest,FRSM_predictions_20260311_084154_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,45.29,2026-03-19,2208.0,100000.31999999999,24729.600000000006,58997.76,124729.6,158997.76,0.24729600000000007,0.5899776,18,7,0,7,5,13,0.3426815999999999,1,1,True
FZCM,XGBoost,FZCM_predictions_20260311_084443_20260304_20260511.csv,shares,short,24,2026-03-04,2026-04-09,201.42,2026-03-19,496.0,99904.31999999999,6066.080000000026,41430.880000000034,106066.08000000003,141430.88000000003,0.060660800000000265,0.4143088000000003,14,10,0,9,9,6,0.3536480000000001,1,1,True
GATM,Prophet,GATM_predictions_20260311_085106_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,18.81,2026-03-19,5316.0,99993.95999999999,7070.280000000028,77454.12000000005,107070.28000000003,177454.12000000005,0.07070280000000027,0.7745412000000005,17,8,0,10,15,0,0.7038384000000002,1,1,True
GEMPAPL,RandomForest,GEMPAPL_predictions_20260311_145454_20260226_20260505.csv,shares,short,8,2026-03-10,2026-04-06,9.25,2026-04-06,10811.0,100001.75,4000.0700000000115,11567.770000000004,104000.07,111567.77,0.04000070000000012,0.11567770000000004,1,7,0,3,4,1,0.07567699999999991,1,1,True
GEMSPNL,RandomForest,GEMSPNL_predictions_20260311_145521_20260304_20260511.csv,shares,short,12,2026-03-04,2026-03-19,85.95,2026-03-19,1163.0,99959.85,42112.23000000001,48090.049999999996,142112.23,148090.05,0.4211223000000001,0.48090049999999995,10,2,0,9,3,0,0.05977819999999984,1,1,True
GFIL,RandomForest,GFIL_predictions_20260311_085235_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,19.61,2026-03-19,5099.0,99991.39,54610.28999999998,106008.20999999999,154610.28999999998,206008.21,0.5461028999999998,1.0600821,16,9,0,18,7,0,0.5139792000000002,1,1,True
GGL,RandomForest,GGL_predictions_20260311_085625_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,15.34,2026-03-19,6519.0,100001.45999999999,4693.679999999971,96220.44000000006,104693.67999999996,196220.44000000006,0.04693679999999971,0.9622044000000006,6,19,0,12,13,0,0.915267600000001,1,1,True
GHGL,Prophet,GHGL_predictions_20260311_085817_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,30.65,2026-03-19,3263.0,100010.95,12105.730000000007,73776.43000000001,112105.73000000001,173776.43,0.12105730000000006,0.7377643,25,0,0,14,11,0,0.616707,1,1,True
GOC,RandomForest,GOC_predictions_20260311_090408_20260304_20260511.csv,shares,short,21,2026-03-04,2026-04-09,85.0,2026-03-19,1176.0,99960.0,8443.680000000008,40971.840000000004,108443.68000000001,140971.84,0.08443680000000008,0.40971840000000004,14,7,0,3,3,15,0.32528159999999995,1,1,True
GRR,RandomForest,GRR_predictions_20260311_145618_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,19.8,2026-03-19,5051.0,100009.8,202.03999999997717,17476.45999999999,100202.03999999998,117476.45999999999,0.0020203999999997718,0.17476459999999988,19,6,0,9,14,2,0.1727442000000001,1,1,True
GUSM,Prophet,GUSM_predictions_20260311_090726_20260304_20260511.csv,shares,short,21,2026-03-04,2026-04-09,5.82,2026-03-19,17182.0,99999.24,2061.84,58418.79999999999,102061.84,158418.8,0.020618400000000002,0.5841879999999999,8,13,0,6,6,9,0.5635695999999999,1,1,True
HALEON,Prophet,HALEON_predictions_20260311_145708_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,712.63,2026-03-19,140.0,99768.2,9365.999999999993,56680.40000000007,109366.0,156680.40000000008,0.09365999999999992,0.5668040000000006,0,25,0,9,16,0,0.47314400000000073,1,1,True
HBL,XGBoost,HBL_predictions_20260311_091806_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,258.16,2026-03-19,387.0,99907.92000000001,5565.060000000048,76355.09999999995,105565.06000000004,176355.09999999995,0.05565060000000048,0.7635509999999994,17,8,0,12,13,0,0.707900399999999,1,1,True
HBLTETF,RandomForest,HBLTETF_predictions_20260311_145756_20260304_20260511.csv,shares,short,23,2026-03-04,2026-04-09,110.14,2026-03-19,908.0,100007.12,635.6000000000026,2015.7600000000118,100635.6,102015.76000000001,0.0063560000000000266,0.02015760000000012,23,0,0,11,9,3,0.013801600000000093,1,1,True
HINO,Prophet,HINO_predictions_20260311_092606_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,291.83,2026-03-19,343.0,100097.68999999999,3646.0900000000015,81733.46999999996,103646.09,181733.46999999997,0.03646090000000002,0.8173346999999995,0,25,0,9,16,0,0.7808737999999995,1,1,True
HMB,RandomForest,HMB_predictions_20260311_093148_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,106.47,2026-03-19,939.0,99975.33,10864.230000000007,55335.26999999995,110864.23000000001,155335.26999999996,0.10864230000000007,0.5533526999999996,19,6,0,9,16,0,0.4447103999999995,1,1,True
HRPL,Prophet,HRPL_predictions_20260311_093304_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,18.02,2026-03-19,5549.0,99992.98,1942.1500000000083,75632.87,101942.15000000001,175632.87,0.01942150000000008,0.7563287,25,0,0,11,12,2,0.7369071999999999,1,1,True
HTL,Prophet,HTL_predictions_20260311_150012_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,35.48,2026-03-19,2818.0,99982.63999999998,3099.800000000003,94008.47999999998,103099.8,194008.47999999998,0.03099800000000003,0.9400847999999998,0,25,0,11,14,0,0.9090867999999998,1,1,True
HUBC,Prophet,HUBC_predictions_20260311_093503_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,195.18,2026-03-19,512.0,99932.16,3430.399999999994,80609.27999999997,103430.4,180609.27999999997,0.03430399999999994,0.8060927999999997,25,0,0,11,14,0,0.7717887999999998,1,1,True
HWQS,RandomForest,HWQS_predictions_20260311_093813_20260304_20260511.csv,shares,short,25,2026-03-04,2026-04-09,18.3,2026-03-19,5464.0,99991.2,10818.720000000023,114306.88,110818.72000000003,214306.88,0.10818720000000023,1.1430688,20,5,0,14,8,3,1.0348815999999998,1,1,True
