symbol,DATE,actual_daily_return,predicted_return,same_side_as_oracle,daily_pnl_diff_oracle_minus_model,suggestion_pred,suggestion_oracle,daily_pnl_predicted,daily_pnl_oracle,equity_predicted,equity_oracle
UBL,2026-03-04,-0.013924715773382945,0.0272980843093751,False,3159.8599999999915,BUY,SHORT,-1579.9299999999957,1579.9299999999957,98420.07,101579.93
UBL,2026-03-05,0.007799442896935904,0.0280124607942477,True,0.0,BUY,BUY,872.6199999999919,872.6199999999919,99292.69,102452.54999999999
UBL,2026-03-06,-0.03504218040233609,0.0284243372614682,False,7902.3599999999915,BUY,SHORT,-3951.1799999999957,3951.1799999999957,95341.51,106403.72999999998
UBL,2026-03-09,-0.10000249072206036,0.0349484328815433,False,21761.300000000017,BUY,SHORT,-10880.650000000009,10880.650000000009,84460.85999999999,117284.37999999999
UBL,2026-03-10,0.05576465378867557,0.0347789841580736,True,0.0,BUY,BUY,5460.65000000001,5460.65000000001,89921.51000000001,122745.03
UBL,2026-03-11,-0.01866366090854288,0.022733341985972,False,3859.0400000000027,BUY,SHORT,-1929.5200000000013,1929.5200000000013,87991.99,124674.55
UBL,2026-03-12,-0.02444106098245047,0.0259131575867624,False,4959.299999999987,BUY,SHORT,-2479.6499999999937,2479.6499999999937,85512.34000000001,127154.2
UBL,2026-03-13,0.016839165434532566,0.0261038973796811,True,0.0,BUY,BUY,1666.6499999999937,1666.6499999999937,87178.99,128820.84999999999
UBL,2026-03-16,-0.034790101516008365,0.0267703376320574,False,7002.6400000000085,BUY,SHORT,-3501.3200000000043,3501.3200000000043,83677.67,132322.16999999998
UBL,2026-03-17,0.017798856186358014,0.0271351589059156,True,0.0,BUY,BUY,1728.9799999999987,1728.9799999999987,85406.65,134051.15
UBL,2026-03-18,0.04725488583723925,0.0336174366252821,True,0.0,BUY,BUY,4672.040000000003,4672.040000000003,90078.69,138723.19
UBL,2026-03-19,-0.034941241133823575,0.0334162468691055,False,7235.699999999982,BUY,SHORT,-3617.849999999991,3617.849999999991,86460.84000000001,142341.03999999998
UBL,2026-03-24,0.0022239097418095266,0.0247584461908546,True,0.0,BUY,BUY,222.21999999999815,222.21999999999815,86683.06000000001,142563.25999999998
UBL,2026-03-25,0.012096119499918734,0.0254853639501027,True,0.0,BUY,BUY,1211.369999999992,1211.369999999992,87894.43,143774.62999999998
UBL,2026-03-26,-0.07066655971765468,0.0259458407453219,False,14325.060000000003,BUY,SHORT,-7162.530000000002,7162.530000000002,80731.9,150937.15999999997
UBL,2026-03-27,-0.009005121123194626,0.0325627422445081,False,1696.4599999999975,BUY,SHORT,-848.2299999999988,848.2299999999988,79883.67,151785.38999999996
UBL,2026-03-30,-0.022180287414719113,0.0325380633597109,False,4140.879999999993,BUY,SHORT,-2070.4399999999964,2070.4399999999964,77813.23000000001,153855.82999999996
UBL,2026-03-31,-0.0144295003117485,0.0206961911458052,False,2634.120000000007,BUY,SHORT,-1317.0600000000036,1317.0600000000036,76496.17,155172.88999999996
UBL,2026-04-01,0.0635939147461968,0.0241447625724143,True,0.0,BUY,BUY,5720.810000000004,5720.810000000004,82216.98000000001,160893.69999999998
UBL,2026-04-02,-0.03523480428255821,0.0246738686212907,False,6742.479999999999,BUY,SHORT,-3371.2399999999993,3371.2399999999993,78845.74,164264.93999999997
UBL,2026-04-03,-0.04069050554870535,0.025751266690646,False,7512.120000000007,BUY,SHORT,-3756.0600000000036,3756.0600000000036,75089.68,168020.99999999997
UBL,2026-04-06,-0.06322683314971222,0.0266007318485266,False,11197.719999999983,BUY,SHORT,-5598.8599999999915,5598.8599999999915,69490.82,173619.85999999996
UBL,2026-04-07,0.029532832407709764,0.0336403528194634,True,0.0,BUY,BUY,2449.83999999999,2449.83999999999,71940.66,176069.69999999995
UBL,2026-04-08,0.09998730722853333,0.0340660000852494,True,0.0,BUY,BUY,8539.209999999997,8539.209999999997,80479.87,184608.90999999995
UBL,2026-04-09,0.030059137458531726,0.0226946839157758,True,0.0,BUY,BUY,2823.8200000000043,2823.8200000000043,83303.69,187432.72999999995
